Unnamed: 0;Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;E1;Relation;E2;Anmerkung;POST
376;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In <e2>philosophischen Schriften</e2><rel>kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, Le rêve de d’Alembert, 1769; Sade, </rel><e1>La philosophie dans le boudoir</e1>, 1795).";La philosophie dans le boudoir describedAs philosophisch;describedAs;SH;La philosophie dans le boudoir;"kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (Diderot, Le rêve de d’Alembert, 1769; Sade, ";philosophischen Schriften;;
377;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"In philosophischen Schriften kommt der Dialogform eine außerordentlich große Bedeutung zu; die Grenze zwischen Fiktion und philosophischer Theorie löst sich hier tendenziell auf (<e1>Diderot</e1><rel> Le rêve de d’Alembert, 1769; </rel><e2>Sade</e2>, La philosophie dans le boudoir, 1795).";Denis Diderot IsRelatedTo Marquis de Sade;IsRelatedTo;SH;Diderot;" Le rêve de d’Alembert, 1769; ";Sade;;RSU
378;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;Bei Voltaire etabliert sich der Dialog als autonome Kurzform, die nur noch schwach fiktionalisiert ist.;(Werke) Voltaire Genre Dialog?;Genre*;SH;;;;*?;ND
379;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"[Der Essay avanciert zur erfolgreichen diskursiven Mischform.] Die Gattungsbezeichnung wird zum ›understatement‹ für oftmals durchaus ambitionierte theoretische, (natur-)wissenschaftliche und historiographische Entwürfe (z. B. <e1>Voltaires</e1>) wie auch zur Kennzeichnung einer originellen Idee verwendet; lange nicht-fiktionale essayistische Passagen werden in den Kontext einer Erzählung eingebettet (Rousseau, Sade).";Werke Voltaires describedAs theoretisch;describedAs;SH;Voltaires;;;;ND
380;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"[Der Essay avanciert zur erfolgreichen diskursiven Mischform.] Die Gattungsbezeichnung wird zum ›understatement‹ für oftmals durchaus ambitionierte theoretische, (natur-)wissenschaftliche und historiographische Entwürfe (z. B. <e1>Voltaires</e1>) wie auch zur Kennzeichnung einer originellen Idee verwendet; lange nicht-fiktionale essayistische Passagen werden in den Kontext einer Erzählung eingebettet (Rousseau, Sade).";Werke Voltaires describedAs (natur-)wissenschaftlich;describedAs;SH;Voltaires;;;;RTS
381;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"[Der Essay avanciert zur erfolgreichen diskursiven Mischform.] Die Gattungsbezeichnung wird zum ›understatement‹ für oftmals durchaus ambitionierte theoretische, (natur-)wissenschaftliche und <e2>historiographische Entwürfe</e2><rel>(z. B. </rel><e1>Voltaires</e1>) wie auch zur Kennzeichnung einer originellen Idee verwendet; lange nicht-fiktionale essayistische Passagen werden in den Kontext einer Erzählung eingebettet (Rousseau, Sade).";Werke Voltaires describedAs historiographisch;describedAs;SH;Voltaires;(z. B. ;historiographische Entwürfe;;RTS
382;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;207;"[Der Essay avanciert zur erfolgreichen diskursiven Mischform.] Die Gattungsbezeichnung wird zum ›understatement‹ für oftmals durchaus ambitionierte theoretische, (natur-)wissenschaftliche und historiographische Entwürfe (z. B. Voltaires) wie auch zur Kennzeichnung einer originellen Idee verwendet; lange nicht-fiktionale essayistische Passagen werden in den Kontext einer Erzählung eingebettet (<e1>Rousseau</e1><rel> </rel><e2>Sade</e2>).";Jean-Jacques Rousseau IsRelatedTo Marquis de Sade;IsRelatedTo;SH;Rousseau; ;Sade;;RTS
383;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Der <e2>Calvinist</e2><rel></rel><e1>Bayle</e1> ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.;Bayle describedAs Calvinist;describedAs;SH;Bayle;;Calvinist;;RTS
384;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Der Calvinist <e1>Bayle</e1><rel>ist eine </rel><e2>Schlüsselfigur</e2> der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.;Bayle describedAs Schlüsselfigur;describedAs;SH;Bayle;ist eine ;Schlüsselfigur;;
385;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Der Calvinist <e1>Bayle</e1><rel>ist eine Schlüsselfigur der französischen und niederländischen </rel><e2>Frühaufklärung</e2> mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.;Bayle Epoche Frühaufklärung;Epoche;SH;Bayle;ist eine Schlüsselfigur der französischen und niederländischen ;Frühaufklärung;;
386;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Der Calvinist <e1>Bayle</e1><rel>ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die </rel><e2>europäische Aufklärung</e2>.;Bayle prägend für* europäische Aufklärung;prägend für*;SH;Bayle;ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die ;europäische Aufklärung;*Vorschlag;
387;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;[Der Calvinist <e1>Bayle</e1><rel>ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.] Der ›philosophe de Rotterdam‹ hat eine ausgeprägte Neigung zu Ambivalenzen, </rel><e2>Paradoxa</e2> und intellektuellen Provokationen.;Bayle describedAs paradox;describedAs;SH;Bayle;ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.] Der ›philosophe de Rotterdam‹ hat eine ausgeprägte Neigung zu Ambivalenzen, ;Paradoxa;;
388;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;[Der Calvinist <e1>Bayle</e1><rel>ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.] Der ›philosophe de Rotterdam‹ hat eine ausgeprägte Neigung zu Ambivalenzen, Paradoxa und </rel><e2>intellektuellen Provokationen</e2>.;Bayle has quality „intellektuell“;has quality;SH;Bayle;ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.] Der ›philosophe de Rotterdam‹ hat eine ausgeprägte Neigung zu Ambivalenzen, Paradoxa und ;intellektuellen Provokationen;;
389;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;[Der Calvinist <e1>Bayle</e1><rel>ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.] Der ›philosophe de Rotterdam‹ hat eine ausgeprägte Neigung zu Ambivalenzen, Paradoxa und intellektuellen </rel><e2>Provokationen</e2>.;Bayle has quality „provokant“;has quality;SH;Bayle;ist eine Schlüsselfigur der französischen und niederländischen Frühaufklärung mit kaum zu überschätzender Wirkung auf die europäische Aufklärung.] Der ›philosophe de Rotterdam‹ hat eine ausgeprägte Neigung zu Ambivalenzen, Paradoxa und intellektuellen ;Provokationen;;
390;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben <e2>Pierre Jurieu</e2> <rel>ist</rel> <e1>er</e1> einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle IsComparedTo Pierre Jurieu;IsComparedTo;SH;er;ist;Pierre Jurieu;;RSU
391;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben <e2>Pierre Jurieu</e2> <rel>ist</rel> <e1>er</e1> einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle IsRelatedTo Pierre Jurieu;IsRelatedTo;SH;er;ist;Pierre Jurieu;;RSU
392;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten</rel> <e2>calvinistischen Flüchtlinge</e2> in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle describedAs calvinistisch;describedAs;SH;er;einer der angesehensten;calvinistischen Flüchtlinge;;
393;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen</rel> <e2>Flüchtlinge</e2> in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle describedAs Flüchtling;describedAs;SH;er;einer der angesehensten calvinistischen;Flüchtlinge;;
394;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen Flüchtlinge in den</rel> <e2>Niederlanden</e2> und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle nationality Niederlande;nationality;SH;er;einer der angesehensten calvinistischen Flüchtlinge in den;Niederlanden;;
395;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen Flüchtlinge in denNiederlanden und gilt, neben </rel> <e2>Locke</e2> und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle IsComparedTo Locke;IsComparedTo;SH;er;einer der angesehensten calvinistischen Flüchtlinge in denNiederlanden und gilt, neben ;Locke;;
396;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und</rel> <e2>Spinoza</e2>, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle IsComparedTo Spinoza;IsComparedTo;SH;er;einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und;Spinoza;;
397;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben</rel> <e2>Locke</e2> und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle IsRelatedTo Locke;IsRelatedTo;SH;er;einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben;Locke;;
398;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und</rel> <e2>Spinoza</e2>, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle IsRelatedTo Spinoza;IsRelatedTo;SH;er;einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und;Spinoza;;
399;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der</rel> <e2>bedeutendsten</e2> Toleranz- und Pluralismustheoretiker der Frühen Neuzeit.;Bayle describedAs bedeutend;describedAs;SH;er;einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der;bedeutendsten;;
400;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1> <rel>einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und</rel> <e2>Pluralismustheoretiker</e2> der Frühen Neuzeit.;Bayle ideology „Pluralismus“;ideology;SH;er;einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und;Pluralismustheoretiker;;
401;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;Neben Pierre Jurieu ist <e1>er</e1><rel> einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen</rel> <e2>Neuzeit</e2>.;Bayle Epoche Frühe Neuzeit;Epoche;SH;er; einer der angesehensten calvinistischen Flüchtlinge in den Niederlanden und gilt, neben Locke und Spinoza, als einer der bedeutendsten Toleranz- und Pluralismustheoretiker der Frühen;Neuzeit;;
402;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;In der Linie des frühneuzeitlichen <e2>Skeptizismus</e2> <rel>ist</rel> <e1>er</e1> zwischen Montaigne und Hume einzuordnen.;Bayle ideology „Skeptizismus“;ideology;SH;er;ist;Skeptizismus;;RTS
403;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;In der Linie des frühneuzeitlichen <e2>Skeptizismus</e2><rel>ist er zwischen </rel><e1>Montaigne</e1> und Hume einzuordnen.;Montaigne ideology „Skeptizismus“;ideology;SH;Montaigne;ist er zwischen ;Skeptizismus;;
404;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;In der Linie des frühneuzeitlichen <e2>Skeptizismus</e2><rel>ist er zwischen Montaigne und </rel><e1>Hume</e1> einzuordnen.;Hume ideology „Skeptizismus“;ideology;SH;Hume;ist er zwischen Montaigne und ;Skeptizismus;;
405;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;In der Linie des frühneuzeitlichen Skeptizismus ist <e1>er</e1> <rel>zwischen</rel> <e2>Montaigne</e2> und Hume einzuordnen.;Bayle IsRelatedTo Montaigne;IsRelatedTo;SH;er;zwischen;Montaigne;;
406;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;In der Linie des frühneuzeitlichen Skeptizismus ist <e1>er</e1> <rel>zwischen Montaigne und</rel> <e2>Hume</e2> einzuordnen.;Bayle IsRelatedTo Hume;IsRelatedTo;SH;er;zwischen Montaigne und;Hume;;
407;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;In der Linie des frühneuzeitlichen Skeptizismus ist er zwischen <e1>Montaigne</e1><rel>und </rel><e2>Hume</e2> einzuordnen.;Montaigne IsRelatedTo Hume;IsRelatedTo;SH;Montaigne;und ;Hume;;
408;"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;208;1682/1683 (erweitert 1704) erscheint <e1>Bayles</e1> <rel>erstes Werk, seine</rel> <e2>Pensées diverses, écrites à un docteur de Sorbonne, à l’occasion de la comète qui parût au mois de décembre 1680 (Lettre sur les comètes)</e2>.;Bayle author Pensées diverses, écrites à un docteur de Sorbonne, à l‘occasion de la comète qui parût au moins de décembre 1680 (Lettres sur les comètes);author;SH;Bayles;erstes Werk, seine;Pensées diverses, écrites à un docteur de Sorbonne, à l’occasion de la comète qui parût au mois de décembre 1680 (Lettre sur les comètes);;
