Autor;Titel;Seite;Passage;Aussage;Code des Typs;Annotator/in;Anmerkung;E1;Relation;E2;POST
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;382;<e1>Voltaire</e1> <rel>hat seine avanciertesten</rel> <e2>staatspolitischen Vorstellungen</e2> — ein republikanisches Gemeinwesen, dessen »volonté de tous« von einem oder von mehreren ausgeführt wird, mit einem unabhängigen Rechtswesen, Pressefreiheit, in dem allerdings die Besitzlosen, »Ceux qui n’ont ni terrain ni maison [...]«, geringere oder keine politischen Rechte haben - in den Idées républicaines par un membre d’un corps skizziert (in: Œuvres complètes, XXIV, S. 413-432). Vergleiche dazu Diaz, Filosofia e politica S. 285 ff.;Voltaire topicInterest Staat;topicInterest;SH;;Voltaire;hat seine avanciertesten;staatspolitischen Vorstellungen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;382;<e1>Voltaire</e1> <rel>hat seine avanciertesten staatspolitischen Vorstellungen — ein republikanisches Gemeinwesen, dessen »volonté de tous« von einem oder von mehreren ausgeführt wird, mit einem unabhängigen Rechtswesen,</rel> <e2>Pressefreiheit</e2>, in dem allerdings die Besitzlosen, »Ceux qui n’ont ni terrain ni maison [...]«, geringere oder keine politischen Rechte haben - in den Idées républicaines par un membre d’un corps skizziert (in: Œuvres complètes, XXIV, S. 413-432). Vergleiche dazu Diaz, Filosofia e politica S. 285 ff.;Voltaire topicInterest Freiheit;topicInterest;SH;;Voltaire;hat seine avanciertesten staatspolitischen Vorstellungen — ein republikanisches Gemeinwesen, dessen »volonté de tous« von einem oder von mehreren ausgeführt wird, mit einem unabhängigen Rechtswesen,;Pressefreiheit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;382;Voltaire hat seine avanciertesten <e2>staatspolitischen Vorstellungen</e2><rel>— ein republikanisches Gemeinwesen, dessen »volonté de tous« von einem oder von mehreren ausgeführt wird, mit einem unabhängigen Rechtswesen, Pressefreiheit, in dem allerdings die Besitzlosen, »Ceux qui n’ont ni terrain ni maison [...]«, geringere oder keine politischen Rechte haben - in den </rel><e1>Idées républicaines par un membre d’un corps</e1> skizziert (in: Œuvres complètes, XXIV, S. 413-432). Vergleiche dazu Diaz, Filosofia e politica S. 285 ff.;Idées républicaines par un membre d’un corps about Staat;about;SH;;Idées républicaines par un membre d’un corps;— ein republikanisches Gemeinwesen, dessen »volonté de tous« von einem oder von mehreren ausgeführt wird, mit einem unabhängigen Rechtswesen, Pressefreiheit, in dem allerdings die Besitzlosen, »Ceux qui n’ont ni terrain ni maison [...]«, geringere oder keine politischen Rechte haben - in den ;staatspolitischen Vorstellungen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;382;Voltaire hat seine avanciertesten staatspolitischen Vorstellungen — ein republikanisches Gemeinwesen, dessen »volonté de tous« von einem oder von mehreren ausgeführt wird, mit einem unabhängigen Rechtswesen, <e2>Pressefreiheit</e2><rel> in dem allerdings die Besitzlosen, »Ceux qui n’ont ni terrain ni maison [...]«, geringere oder keine politischen Rechte haben - in den </rel><e1>Idées républicaines par un membre d’un corps</e1> skizziert (in: Œuvres complètes, XXIV, S. 413-432). Vergleiche dazu Diaz, Filosofia e politica S. 285 ff.;Idées républicaines par un membre d’un corps about Freiheit;about;SH;;Idées républicaines par un membre d’un corps; in dem allerdings die Besitzlosen, »Ceux qui n’ont ni terrain ni maison [...]«, geringere oder keine politischen Rechte haben - in den ;Pressefreiheit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;383;Gegenüber den Ansprüchen der Besitzer nehmen sich die wenigen freundlichen Zeilen, die <e1>Diderot</e1> <rel>den</rel> <e2>ländlichen Arbeitskräften</e2> gewidmet hat, recht bescheiden aus: [...];Denis Diderot topicInterest Bauern;topicInterest;SH;;Diderot;den;ländlichen Arbeitskräften;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;384;"<e1>Montesquieu</e1><rel>hat diese </rel><e2>Verfremdung</e2> der europäischen Sitten aus der Sicht eines Orientalen nicht erfunden; zwei der insgesamt sechs möglichen Vorbilder sind: J.-P. Marana, L’Espion du grand Seigneur, Paris 1684; Ch. Dufresny, Amusements sérieux et comiques d’un Siamois à Paris, Paris 1699.";Montesquieu topicInterest Fremdheit;topicInterest;SH;;Montesquieu;hat diese ;Verfremdung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;384;"<e1>Montesquieu</e1><rel>hat diese Verfremdung der europäischen Sitten aus der Sicht eines </rel><e2>Orientalen</e2> nicht erfunden; zwei der insgesamt sechs möglichen Vorbilder sind: J.-P. Marana, L’Espion du grand Seigneur, Paris 1684; Ch. Dufresny, Amusements sérieux et comiques d’un Siamois à Paris, Paris 1699.";Montesquieu topicInterest Orient;topicInterest;SH;;Montesquieu;hat diese Verfremdung der europäischen Sitten aus der Sicht eines ;Orientalen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;384;Den Briefroman hat <e1>Montesquieu</e1> <rel>als eine Möglichkeit ergriffen, um</rel> <e2>philosophische, politische und moralische Themen</e2> mit einer Romanhandlung und mit einer psychologischen Darstellung der Figuren zu verbinden:;Montesquieu topicInterest Philosophie;topicInterest;SH;;Montesquieu;als eine Möglichkeit ergriffen, um;philosophische, politische und moralische Themen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;384;Den Briefroman hat <e1>Montesquieu</e1><rel>als eine Möglichkeit ergriffen, um philosophische</rel><e2>, politische und moralische Themen</e2>  mit einer Romanhandlung und mit einer psychologischen Darstellung der Figuren zu verbinden:;Montesquieu topicInterest Politik;topicInterest;SH;;Montesquieu;als eine Möglichkeit ergriffen, um philosophische,; politische und moralische Themen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;384;Den Briefroman hat <e1>Montesquieu</e1><rel>als eine Möglichkeit ergriffen, um philosophische, politische und </rel><e2>moralische Themen</e2> mit einer Romanhandlung und mit einer psychologischen Darstellung der Figuren zu verbinden:;Montesquieu topicInterest Moral;topicInterest;SH;;Montesquieu;als eine Möglichkeit ergriffen, um philosophische, politische und ;moralische Themen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;384;Den Briefroman hat <e1>Montesquieu</e1> <rel>als eine Möglichkeit ergriffen, um philosophische, politische und moralische Themen mit einer Romanhandlung und mit einer</rel> <e2>psychologischen Darstellung</e2> der Figuren zu verbinden:;Montesquieu topicInterest psychologische Fragen*;topicInterest;SH;*Topic ändern zu Psychologie ?;Montesquieu;als eine Möglichkeit ergriffen, um philosophische, politische und moralische Themen mit einer Romanhandlung und mit einer;psychologischen Darstellung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;385;"Man vergleiche <e1>Montesquieu</e1><rel> Lettres persanes, XLVI; und Esprit des lois, XXIV, 4, 8,11, 12, 14, wo der Wahrheitsanspruch der Religion aufgegeben, ihr funktionaler Nutzen —als Garant </rel><e2>sittlicher Normen</e2> — hervorgehoben werden: [...]";Montesquieu topicInterest Sittlichkeit;topicInterest;SH;;Montesquieu;" Lettres persanes, XLVI; und Esprit des lois, XXIV, 4, 8,11, 12, 14, wo der Wahrheitsanspruch der Religion aufgegeben, ihr funktionaler Nutzen —als Garant ";sittlicher Normen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;385;"Man vergleiche Montesquieu, <e1>Lettres persanes</e1><rel> XLVI; und Esprit des lois, XXIV, 4, 8,11, 12, 14, wo der Wahrheitsanspruch der Religion aufgegeben, ihr funktionaler Nutzen —als Garant </rel><e2>sittlicher Normen</e2> — hervorgehoben werden: [...]";Lettres persanes about Sittlichkeit;about;SH;;Lettres persanes;" XLVI; und Esprit des lois, XXIV, 4, 8,11, 12, 14, wo der Wahrheitsanspruch der Religion aufgegeben, ihr funktionaler Nutzen —als Garant ";sittlicher Normen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;385;"Man vergleiche Montesquieu, Lettres persanes, XLVI; und <e1>Esprit des lois</e1><rel> XXIV, 4, 8,11, 12, 14, wo der Wahrheitsanspruch der Religion aufgegeben, ihr funktionaler Nutzen —als Garant </rel><e2>sittlicher Normen</e2> — hervorgehoben werden: [...]";Esprit des lois about Sittlichkeit;about;SH;;Esprit des lois; XXIV, 4, 8,11, 12, 14, wo der Wahrheitsanspruch der Religion aufgegeben, ihr funktionaler Nutzen —als Garant ;sittlicher Normen;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: <e2>Handel</e2><rel>und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Handel;topicInterest;SH;;Montesquieu;und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei ;Handel;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / <e2>Frieden</e2><rel>/ Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Frieden;topicInterest;SH;;Montesquieu;/ Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei ;Frieden;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / <e2>Ordnung</e2><rel>/ bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Ordnung*;topicInterest;SH;*Ordnung der Welt zu Ordnung ändern?;Montesquieu;/ bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei ;Ordnung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / Ordnung / <e2>bürgerlich</e2><rel>bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Bürgertum;topicInterest;SH;;Montesquieu;bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei ;bürgerlich;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und <e2>Krieg</e2><rel>/ Tapferkeit / adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Krieg;topicInterest;SH;;Montesquieu;/ Tapferkeit / adlig findet man bei ;Krieg;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und Krieg / <e2>Tapferkeit</e2><rel>/ adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Tapferkeit*;topicInterest;SH;*neues Thema;Montesquieu;/ adlig findet man bei ;Tapferkeit;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei <e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Adel;topicInterest;SH;;Montesquieu;;Not Found;ND
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / Ordnung / <e2>bürgerlich</e2><rel>bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Bürgertum;topicInterest;SH;;Montesquieu;bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei ;bürgerlich;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und <e2>Krieg</e2><rel>/ Tapferkeit / adlig findet man bei </rel><e1>Montesquieu</e1>, Esprit des lois XX 1, 2; V, 6; IV, 2.";Montesquieu topicInterest Krieg;topicInterest;SH;;Montesquieu;/ Tapferkeit / adlig findet man bei ;Krieg;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: <e2>Handel</e2><rel>und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, </rel><e1>Esprit des lois</e1> XX 1, 2; V, 6; IV, 2.";Esprit des lois about Handel;about;SH;;Esprit des lois;und Geschäfte / Frieden / Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, ;Handel;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / <e2>Frieden</e2><rel>/ Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, </rel><e1>Esprit des lois</e1> XX 1, 2; V, 6; IV, 2.";Esprit des lois about Frieden;about;SH;;Esprit des lois;/ Ordnung / bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, ;Frieden;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / <e2>Ordnung</e2><rel>/ bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, </rel><e1>Esprit des lois</e1> XX 1, 2; V, 6; IV, 2.";Esprit des lois about Ordnung*;about;SH;;Esprit des lois;/ bürgerlich bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, ;Ordnung;
Peter Brockmeier;Die Kritik der Vorurteile in der französischen Literatur des 18. Jahrhunderts;386-387;"Die Wertäquivalenzen: Handel und Geschäfte / Frieden / Ordnung / <e2>bürgerlich</e2><rel>bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, </rel><e1>Esprit des lois</e1> XX 1, 2; V, 6; IV, 2.";Esprit des lois about Bürgertum;about;SH;;Esprit des lois;bzw. Schlacht und Krieg / Tapferkeit / adlig findet man bei Montesquieu, ;bürgerlich;
