Autor;Titel;Passage;Aussage;Code des Typs;E1;Relation;E2;POST;Seite;Annotator/in;Nr
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Fontenelle</e1><rel> lässt Histoire oracles 1686 Orakel Weissagung Mythos Fabel Revue passieren Form </rel><e2>Aberglaubens</e2> menschlich Selbstbetrugs diskreditieren;Bernard le Bovier de Fontenelle topicInterest Aberglaube;topicInterest;Fontenelle;lässt Histoire oracles 1686 Orakel Weissagung Mythos Fabel Revue passieren Form;Aberglaubens;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;Fontenelle lässt <e1>Histoire oracles</e1><rel>1686 Orakel Weissagung </rel><e2>Mythen</e2> Fabel Revue passieren Form Aberglaubens menschlich Selbstbetrugs diskreditieren;Histoire des oracles about Mythologie;about;Histoire oracles;1686 Orakel Weissagung;Mythos;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;Fontenelle lässt <e1>Histoire oracles</e1><rel>1686 Orakel Weissagung Mythos </rel><e2>Fabeln</e2> Revue passieren Form Aberglaubens menschlich Selbstbetrugs diskreditieren;Histoire des oracles about Fabel;about;Histoire oracles;1686 Orakel Weissagung Mythos;Fabel;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;Fontenelle lässt <e1>Histoire oracles</e1><rel>1686 Orakel Weissagung Mythos Fabel Revue passieren Form </rel><e2>Aberglaubens</e2> menschlich Selbstbetrugs diskreditieren;Histoire des oracles about Aberglaube;about;Histoire oracles;1686 Orakel Weissagung Mythos Fabel Revue passieren Form;Aberglaubens;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Voltaire</e1><rel> Fontenelle Akademiesekretär Micromegas 1752 karikieren </rel><e2>Religionskritik</e2> dennoch witzig Anekdote> reductiones ad absurdum <Aberglaubens stark beeinflusst;Voltaire topicInterest Religion;topicInterest;Voltaire;Fontenelle Akademiesekretär Micromegas 1752 karikieren;Religionskritik;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Voltaire</e1><rel> Fontenelle Akademiesekretär Micromegas 1752 karikieren </rel><e2>Religionskritik</e2> dennoch witzig Anekdote> reductiones ad absurdum <Aberglaubens stark beeinflusst;Voltaire topicInterest Kritik;topicInterest;Voltaire;Fontenelle Akademiesekretär Micromegas 1752 karikieren;Religionskritik;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Voltaire</e1><rel> Fontenelle Akademiesekretär Micromegas 1752 karikieren Religionskritik dennoch witzig Anekdote> reductiones ad absurdum <</rel><e2>Aberglaubens</e2> stark beeinflusst;Voltaire topicInterest Aberglaube;topicInterest;Voltaire;Fontenelle Akademiesekretär Micromegas 1752 karikieren Religionskritik dennoch witzig Anekdote> reductiones ad absurdum <;Aberglaubens;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;erfolgreich Roman Lettres persanes <e1>Montesquieu</e1><rel> maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV </rel><e2>verspottet</e2> Pariser Gesellschaft Regence 1715 1723 Philippe dOrleans Regierungsgeschäfte minderjährig König führen kritisch zeichnen;Montesquieu topicInterest Verspottung;topicInterest;Montesquieu;maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV;verspotten;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;erfolgreich Roman Lettres persanes <e1>Montesquieu</e1><rel> maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV verspotten Pariser Gesellschaft Regence 1715 1723 Philippe dOrleans Regierungsgeschäfte minderjährig König führen </rel><e2>kritisch</e2> zeichnen;Montesquieu topicInterest Kritik;topicInterest;Montesquieu;maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV verspotten Pariser Gesellschaft Regence 1715 1723 Philippe dOrleans Regierungsgeschäfte minderjährig König führen;kritisch;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;erfolgreich Roman <e1>Lettres persanes</e1><rel> Montesquieu maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV </rel><e2>verspottet</e2> Pariser Gesellschaft Regence 1715 1723 Philippe dOrleans Regierungsgeschäfte minderjährig König führen kritisch zeichnen;Lettres persanes about Verspottung;about;Lettres persanes;Montesquieu maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV;verspotten;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;erfolgreich Roman <e1>Lettres persanes</e1><rel> Montesquieu maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV verspotten Pariser Gesellschaft Regence 1715 1723 Philippe dOrleans Regierungsgeschäfte minderjährig König führen </rel><e2>kritisch</e2> zeichnen;Lettres persanes about Kritik;about;Lettres persanes;Montesquieu maßgeblich Anteil französisch Frühaufklärung Prototyp aufklärerisch Briefromans früh Zeugnis intelligent Funktionalisierung literarisch Form 18 Jh endend Regime Ludwig XIV verspotten Pariser Gesellschaft Regence 1715 1723 Philippe dOrleans Regierungsgeschäfte minderjährig König führen;kritisch;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;staats rechtstheoretischen Schrift <e1>De lesprit lois ou rapport que les lois doivent avoir avec la Constitution de chaque gouvernement les maurs le climat la religion le commerce etc</e1><rel>1748 Défense de Lesprit lois 1750 liefern Montesquieu einflussreichsten Beitrag europäisch transatlantischen Aufklärung Schrift entwickeln </rel><e2>politische Theorie</e2> Gewaltenteilung repräsentativ Herrschaft Aufklärung hinaus mannigfaltig Wirkung Liberalismus zeitigt;De l'esprit des lois ou du rapport que les lois doivent avoir avec la Constitution de chaque gouvernement, les maurs, le climat, la religion, le commerce etc. about Politik;about;De lesprit lois ou rapport que les lois doivent avoir avec la Constitution de chaque gouvernement les maurs le climat la religion le commerce etc;1748 Défense de Lesprit lois 1750 liefern Montesquieu einflussreichsten Beitrag europäisch transatlantischen Aufklärung Schrift entwickeln;politische Theorie;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;staats rechtstheoretischen Schrift De lesprit lois ou rapport que les lois doivent avoir avec la Constitution de chaque gouvernement les maurs le climat la religion le commerce etc 1748 <e1>Défense de Lesprit lois</e1><rel> 1750 liefern Montesquieu einflussreichsten Beitrag europäisch transatlantischen Aufklärung Schrift entwickeln </rel><e2>politische Theorie</e2> Gewaltenteilung repräsentativ Herrschaft Aufklärung hinaus mannigfaltig Wirkung Liberalismus zeitigt;Défense de L'esprit des lois about Politik;about;Défense de Lesprit lois;1750 liefern Montesquieu einflussreichsten Beitrag europäisch transatlantischen Aufklärung Schrift entwickeln;politische Theorie;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;staats rechtstheoretischen Schrift De lesprit lois ou rapport que les lois doivent avoir avec la Constitution de chaque gouvernement les maurs le climat la religion le commerce etc 1748 Défense de Lesprit lois 1750 liefern <e1>Montesquieu</e1><rel> einflussreichsten Beitrag europäisch transatlantischen Aufklärung Schrift entwickeln </rel><e2>politische Theorie</e2> Gewaltenteilung repräsentativ Herrschaft Aufklärung hinaus mannigfaltig Wirkung Liberalismus zeitigt;Montesquieu topicInterest Politik;topicInterest;Montesquieu;einflussreichsten Beitrag europäisch transatlantischen Aufklärung Schrift entwickeln;politische Theorie;nan;210;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;zuletzt z T voyeuristisch anmutend Publikumsinteresses <e2>orientalischer Folklore</e2> <rel> Haremserotik Erscheinen berühmt französisch Übersetzung Les mille et une nuits Antoine Galland 17041717 enorm verstärken findet</rel> <e1>das Werk</e1> Resonanz;Lettres persanes about Orient;about;Werk;Haremserotik Erscheinen berühmt französisch Übersetzung Les mille et une nuits Antoine Galland 17041717 enorm verstärken finden;orientalisch Folklore;#;211;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;zuletzt z T voyeuristisch anmutend Publikumsinteresses orientalisch Folklore <e2>Haremserotik</e2><rel> Erscheinen berühmt französisch Übersetzung Les mille et une nuits Antoine Galland 17041717 enorm verstärken findet</rel> <e1>das Werk</e1> Resonanz;Lettres persanes about Erotik;about;Werk;Erscheinen berühmt französisch Übersetzung Les mille et une nuits Antoine Galland 17041717 enorm verstärken finden;Haremserotik;nan;211;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;betonen <e2>Paris</e2><rel> </rel><e1>Lettres persanes</e1> exemplarisch Staatsform Monarchie Harem Persien Despotismus stehen;Lettres persanes about Paris;about;Lettres persanes;;Paris;nan;211;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;betonen Paris <e1>Lettres persanes</e1> <rel> exemplarisch Staatsform Monarchie der</rel> <e2>Harem</e2> Persien Despotismus stehen;Lettres persanes about Erotik*;about;Lettres persanes;exemplarisch Staatsform Monarchie;Harem;ZZZ;211;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e2>Staatsformen</e2><rel> analysieren </rel><e1>Montesquieu</e1> Republik möglich Staatsform De lesprit lois genau;Montesquieu topicInterest Staat;topicInterest;Montesquieu;analysieren;Staatsformen;nan;211;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Lettres persanes</e1><rel> finden Brief einbetten Dialog Monolog </rel><e2>Philosophie</e2> Religion Ethik Politik räsoniert zudem kurze Essay Parabel Märchen absehen satirisch Glanzstücken;Lettres persanes about Philosophie;about;Lettres persanes;finden Brief einbetten Dialog Monolog;Philosophie;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Lettres persanes</e1><rel> finden Brief einbetten Dialog Monolog Philosophie </rel><e2>Religion</e2> Ethik Politik räsoniert zudem kurze Essay Parabel Märchen absehen satirisch Glanzstücken;Lettres persanes about Religion;about;Lettres persanes;finden Brief einbetten Dialog Monolog Philosophie;Religion;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Lettres persanes</e1> <rel> finden Brief einbetten Dialog Monolog Philosophie Religion</rel> <e2>Ethik</e2> Politik räsoniert zudem kurze Essay Parabel Märchen absehen satirisch Glanzstücken;Lettres persanes about Moral*;about;Lettres persanes;finden Brief einbetten Dialog Monolog Philosophie Religion;Ethik;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Lettres persanes</e1><rel> finden Brief einbetten Dialog Monolog Philosophie Religion Ethik </rel><e2>Politik</e2> räsoniert zudem kurze Essay Parabel Märchen absehen satirisch Glanzstücken;Lettres persanes about Politik;about;Lettres persanes;finden Brief einbetten Dialog Monolog Philosophie Religion Ethik;Politik;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;Thema <e2>Selbstmord</e2><rel>1734 prägen Abbe Prevost Begriff> suicide <zählen Kernthemen Aufklärungsphilosophie Literatur Epoche </rel><e1>Goethe</e1> Leid jung Werthers 1774;Johann Wolfgang von Goethe topicInterest Selbstmord;topicInterest;Goethe;1734 prägen Abbe Prevost Begriff> suicide <zählen Kernthemen Aufklärungsphilosophie Literatur Epoche;Selbstmord;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;Thema <e2>Selbstmord</e2><rel>1734 prägen Abbe Prevost Begriff> suicide <zählen Kernthemen Aufklärungsphilosophie Literatur Epoche Goethe </rel><e1>Die Leid jung Werthers</e1> 1774;Die Leiden des jungen Werthers about Selbstmord;about;Leid jung Werthers;1734 prägen Abbe Prevost Begriff> suicide <zählen Kernthemen Aufklärungsphilosophie Literatur Epoche Goethe;Selbstmord;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;epochenspezifisches Thema <e2>Toleranz</e2><rel> religiös Pluralismus ebenfalls </rel><e1>Lettres persanes</e1> verschieden Gesichtspunkt verhandeln;Lettres persanes about Toleranz;about;Lettres persanes;religiös Pluralismus ebenfalls;Toleranz;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;epochenspezifisches Thema Toleranz <e2>religiöser Pluralismus</e2><rel> ebenfalls </rel><e1>Lettres persanes</e1> verschieden Gesichtspunkt verhandeln;Lettres persanes about Religion;about;Lettres persanes;ebenfalls;religiös Pluralismus;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Troglodytenparabel</e1> <rel> Lettre XIXIV bilden utopisch bukolischen Motiv versetzen früh politiktheoretisches Lehrstück den</rel> <e2>Naturzustand</e2> Vergesellschaftung Verwilderung Anarchie Republik Monarchie dauerhaft Staatsform;Lettres persanes about Ursprung (aka Naturzustand);about;Troglodytenparabel;Lettre XIXIV bilden utopisch bukolischen Motiv versetzen früh politiktheoretisches Lehrstück;Naturzustand;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Troglodytenparabel</e1> <rel> Lettre XIXIV bilden utopisch bukolischen Motiv versetzen früh politiktheoretisches Lehrstück Naturzustand</rel><e2>Vergesellschaftung</e2> Verwilderung Anarchie Republik Monarchie dauerhaft Staatsform;Lettres persanes about Gesellschaft*;about;Troglodytenparabel;Lettre XIXIV bilden utopisch bukolischen Motiv versetzen früh politiktheoretisches Lehrstück Naturzustand;Vergesellschaftung;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;<e1>Troglodytenparabel</e1> <rel> Lettre XIXIV bilden utopisch bukolischen Motiv versetzen früh politiktheoretisches Lehrstück Naturzustand Vergesellschaftung Verwilderung Anarchie Republik Monarchie dauerhafteste</rel> <e2>Staatsform</e2>;Lettres persanes about Staat;about;Troglodytenparabel;Lettre XIXIV bilden utopisch bukolischen Motiv versetzen früh politiktheoretisches Lehrstück Naturzustand Vergesellschaftung Verwilderung Anarchie Republik Monarchie dauerhaft;Staatsform;nan;Abschnitt 54;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;Aufklärung kultivieren <e1>Lettres persanes</e1><rel> Neigung </rel><e2>Exotismus</e2> Orientalismus Lust Satirische finden Gefallen Gattung Briefroman;Lettres persanes about Exotik;about;Lettres persanes;Neigung;Exotismus;nan;Abschnitt 55;SH;nan
"Grimm, Jürgen; Hartwig, Susanne";Französische Literaturgeschichte. Von der Aufklärung bis zur Französischen Revolution.;Aufklärung kultivieren <e1>Lettres persanes</e1><rel> Neigung Exotismus </rel><e2>Orientalismus</e2> Lust Satirische finden Gefallen Gattung Briefroman;Lettres persanes about Orient;about;Lettres persanes;Neigung Exotismus;Orientalismus;nan;Abschnitt 55;SH;nan
